Activity ID and name*,Data element ID*,Data element label*,Description and definition*,Data type*,Input option,Quantity subtype,Calculation,Validation condition,Optionality*,Functional grouping of data elements,Linkages to decision-support tables,Annotations,International Classification of Diseases 11th Revision (ICD-11) code*,ICD-11 Uniform Resource Identifier (URI),ICD-11 code title,ICD-11 relationship,"ICD-11
comments and considerations","International Classification of Diseases 10th Revision (ICD-10)
code*",ICD-10 code title,ICD-10 relationship,"ICD-10
comments and considerations",Logical Observation Identifiers Names and Codes (LOINC) version 2.73 code*,LOINC version 2.73 long common name,LOINC version 2.73 relationship,"LOINC version 2.73
comments and considerations","International Classification of Health Interventions (ICHI) (Beta 3)
code*","CIEL
URI",CIEL code title,CIEL relationship,"CIEL
comments and considerations","International Classification of Functioning, Disability and Health (ICF)
category*",ICF URI,ICF category name,ICF relationship,"ICF
comments and considerations",Anatomical Therapeutic Chemical (ATC) code*,ATC substance name,ATC relationship,ATC comments and considerations,Systematized Nomenclature of Medicine Clinical Terms (SNOMED) Global Patient Set (GPS) code*,SNOMED GPS preferred name,"SNOMED GPS
relationship","SNOMED GPS
comments and considerations"
MISAU.D MCH,MISAU.D.DE56,BMI,Body Mass Index — weight divided by height squared. Auto-calculated from weight and height to classify nutritional status.,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE57,MUAC (Mid-Upper Arm Circumference),"Arm circumference measured at the midpoint between shoulder and elbow, used to classify acute malnutrition.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE58,Nutritional Status,Auto-classified malnutrition indicator derived from MUAC: .,coding,DAG (severe) if <21 cm; DAM (moderate) if 21–<23 cm; normal if ≥23 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE59,General State,"Clinician's overall narrative assessment of the woman's appearance, consciousness, and distress level.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE60,Level of Consciousness,"Standardised assessment of the woman's alertness and responsiveness (e.g., AVPU or GCS scale).",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE61,Mucous Membrane Colour,Assessment of mucosa to screen for anaemia; pale mucosa triggers an automatic system alert to request haemoglobin test.,coding,"Blushing
Faded
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE62,Breast – Skin with Alteration?,"Records whether there are any skin changes on the breast such as redness, cracking, or lesions that may indicate mastitis or other conditions.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE63,Breast – Mass Present?,"Documents the presence of a palpable mass in the breast, which may require further investigation.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE64,Breasts Very Tense?,"Assesses breast engorgement, which can cause pain and interfere with breastfeeding.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE65,Able to Breastfeed? (Clinical Assessment),Clinical determination of whether the woman is physically able to breastfeed based on examination findings.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE66,Colostrum Still Present?,"Records whether colostrum is still being produced, relevant in early postpartum period feeding assessment.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE67,Colostrum Colour,Descriptive note of the colostrum colour if still present; abnormal colours may indicate infection.,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE68,Abdominal Palpation Finding,Clinical assessment of the abdomen to evaluate uterine involution and detect abnormal masses or tenderness.,coding,"Normal Uterus
Enlarged or painful uterus
Soft abdomen, without abnormal masses.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE69,Abdominal Scar Healing,"For women who had a caesarean section, assesses the surgical wound healing status.",coding,"Good Healing
Infected
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE70,Lochia Character,"Assessment of postpartum vaginal discharge (lochia) for amount, odour, and character to detect infection or haemorrhage.",coding,"Normal, Abnormal
With Smell
Heavy bleeding
Bleeding with clots
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE71,Lochia – Other Description,"Free text description when lochia is characterised as 'Other', allowing the clinician to specify unusual findings.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE72,Gynaecological / Perineal Condition,"Open descriptive field for the clinician to document findings from the perineal and gynaecological examination, including episiotomy healing.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE73,Extremities Finding,"Assessment of the lower and upper limbs for oedema, varicose veins, ulcers, or other abnormalities.",coding,"Normal, With edema
Presence of Ulcers
Varicose veins
Tumors
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE74,Extremities – Other Description,Free text for extremity findings not covered by the standard options.,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSTNATAL CONSULTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE75,Postpartum Diagnosis – Standardised,"ICD-10 coded diagnosis selected from a predefined list of common postpartum conditions including anaemia, mastitis, vaginitis, sepsis, and fistula.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE76,Other Postpartum Pathologies,"Searchable field covering the full ICD-10 diagnosis list, for conditions not included in the predefined postpartum options.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE78,Received Nutritional Supplements?,"Records whether the woman was given nutritional supplements (e.g., Plumpy'Sup, CSB+) during this consultation.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE79,Currently Breastfeeding?,"Documents whether the woman is breastfeeding her newborn, a key indicator for both maternal and infant nutrition.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE80,Breastfeeding Type,"Classifies the type of feeding the newborn is receiving, with exclusive breastfeeding being the recommended standard.",coding,"Exclusive Breastfeeding
Mixed Breastfeeding
Artificial Feeding
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE81,Transferred with Acute Malnutrition?,Records whether the woman was referred to a therapeutic feeding programme due to severe or moderate acute malnutrition.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE82,Symptoms Suggestive of Malaria?,Initial screening question for malaria; a Yes response enables the malaria test request and diagnosis fields.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE83,Malaria Rapid Test (RDT) Requested,Records whether a malaria rapid diagnostic test was ordered during the consultation.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE84,Malaria Diagnosis (ICD-10),"ICD-10 coded malaria diagnosis, enabled only when the malaria RDT result is positive.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE85,Syphilis Status at Admission,Auto-populated entry syphilis status based on STI tracking records in the system. Editable on first visit only.,coding,"Unknown
Negative for less than 3 months.
Positive
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE86,Syphilis Screening Performed?,Documents whether STI syphilis disease tracking / screening occurred during this consultation.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE87,Syphilis Rapid Test Requested,Records whether a syphilis rapid test was ordered during the consultation.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE88,Syphilis Diagnosis (ICD-10),"ICD-10 coded syphilis diagnosis, recorded when the test is positive.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE89,Partner Received Syphilis Treatment?,"Records whether the woman's partner was treated for syphilis, important for preventing re-infection.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE90,HIV Sero-status at Admission,Auto-populated HIV entry status from HIV screening records in the system. Editable on first visit only.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE91,On ART at Entry (Another Facility)?,Captures whether the woman was already receiving antiretroviral therapy at another health unit before this consultation.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE92,On ART at This Facility?,Auto-populated from the woman's service registration record indicating current ART enrolment at this health unit.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE93,HIV Screening Performed?,Documents whether HIV testing / screening occurred during this visit. Shown only if not already on ART.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE94,HIV Screening Result,Result of the HIV rapid test performed at this consultation. A positive result triggers an alert to enrol in ART.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE95,Partner HIV Test Result (at CPN),"Records the HIV test result of the woman's partner, conducted during the consultation if partner is present.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE96,Interested in Starting PrEP?,Documents whether the HIV-negative woman expressed interest in pre-exposure prophylaxis for HIV prevention.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE97,TB Screening Performed?,"Documents whether tuberculosis screening was carried out during this consultation, using the standardised disease screening tool.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE98,TB Diagnosis (ICD-10),ICD-10 coded tuberculosis diagnosis. A positive diagnosis triggers an alert to refer the woman to the TB service.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE99,Family Planning Counselling Performed?,Records whether the clinician provided family planning counselling during this consultation.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE100,Family Planning Method Initiated,"Documents the contraceptive method chosen and initiated during the consultation, or None if the woman declined.",coding,"None
Condom
Oral contraceptive
Injectable
Implant
Intrauterine Device
Tubal ligation
Vasectomy (VAS)
Lactational Amenorrhea Method
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE101,FP Method – Other Description,Free text description for family planning methods not covered by the standard options.,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE102,Laboratory Test Requested,"Any laboratory investigation ordered by the clinician during the consultation, beyond the disease-specific tests captured in screening sections.",coding,Laboratory tests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE103,Treatment Performed,Free text narrative of any clinical treatment administered or carried out during this consultation.,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE104,Observations / Conduct Plan,"Clinical notes and management plan decided at the end of the consultation, including referrals or follow-up instructions.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE105,Postpartum Woman Transferred via Fistula?,Records whether the woman was referred specifically due to a vesicovaginal or obstetric fistula.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE106,Prescription,Indicates the prescriptions given,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE106,Artemether-Lumefantrine (Prescribed),Oral antimalarial combination therapy; first-line treatment for uncomplicated malaria in postpartum women.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE107,Artesunate-Amodiaquine (Prescribed),"Alternative oral antimalarial combination, used when Artemether-Lumefantrine is not available or suitable.",codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE108,Quinine Oral (Prescribed),Oral quinine for malaria treatment in specific clinical scenarios.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE109,Artesunate Parenteral (Prescribed),Injectable artesunate for severe malaria requiring parenteral treatment.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE110,Quinine Parenteral (Prescribed),Injectable quinine for severe malaria when parenteral artesunate is unavailable.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE111,Benzathine Penicillin (Prescribed),Long-acting penicillin used to treat syphilis; standard postpartum STI management.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE112,Doxycycline (Prescribed),"Antibiotic used for STI treatment, particularly chlamydia and syphilis combination therapy.",codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE113,Erythromycin (Prescribed),Antibiotic alternative for penicillin-allergic patients with syphilis or other bacterial infections.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE114,Ferrous Salt + Folic Acid (Prescribed),Iron and folate supplementation for postpartum anaemia prevention and treatment.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE115,Paracetamol (Prescribed),Analgesic and antipyretic for postpartum pain and fever management.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE116,Ibuprofen (Prescribed),"NSAID analgesic for postpartum pain, particularly uterine cramping.",codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE117,Diclofenac (Prescribed),NSAID used for moderate postpartum pain management.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE118,Indomethacin (Prescribed),"NSAID analgesic used for postpartum pain, including uterine involution pain.",codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE119,Plumpy'Sup / ASPU (Prescribed),Ready-to-use supplementary food for moderate acute malnutrition management.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE120,Corn-Soybean Mixture / CSB+ (Prescribed),Fortified blended food supplement used for nutritional rehabilitation.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE121,Vitamin A / Axeroftol (Prescribed),High-dose Vitamin A supplementation given postpartum to improve maternal immunity and breast milk quality.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE140,Respiratory Rate (Newborn),The newborn's breathing rate per minute. Normal neonatal range is 30–60 breaths/min; outside this may indicate distress.,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE141,Oxygen Saturation (Newborn),The newborn's peripheral oxygen saturation measured by pulse oximetry; low values indicate respiratory or cardiac compromise.,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE142,Weight (Newborn),"The newborn's measured weight, essential for growth monitoring, dosing calculations, and malnutrition classification.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE143,Length (Newborn),"The newborn's measured crown-heel length, used for growth-for-age assessment.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE144,Head Circumference (Newborn),"The occipito-frontal circumference of the newborn's head, used to screen for microcephaly or macrocephaly.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE145,MUAC (Newborn),"Mid-upper arm circumference for the newborn, used to assess acute malnutrition when weight is unavailable or unreliable.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE146,General Condition (Newborn),Open descriptive field for the clinician's overall impression of the newborn's appearance and clinical status.,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE147,Newborn Status,"Clinician classification of whether the newborn appears clinically normal or sick/pathological, guiding further assessment and management.",coding,"Normal
Sick / Pathological
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE148,Dyspnea Description,"If the newborn is showing signs of breathing difficulty, this field captures the clinical description (e.g., grunting, nasal flaring, chest indrawing).",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE149,Skin Coloration,"Descriptive assessment of the newborn's skin colour (e.g., pink, cyanosed, mottled), used to detect perfusion and oxygenation problems.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE150,Jaundice Present?,"Records whether the newborn shows visible yellowing of skin or sclera, which may indicate neonatal jaundice requiring phototherapy or further investigation.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE151,Sucking Well?,"Documents whether the newborn is feeding effectively at the breast or bottle, a key indicator of neurological status and feeding viability.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE152,Umbilical Stump Status,"Descriptive assessment of the umbilical cord stump — noting dryness, redness, discharge, or signs of omphalitis.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE153,Irritability?,"Records whether the newborn shows excessive irritability or inconsolable crying, which may indicate neurological or infectious pathology.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE154,Anterior Fontanelle Status,Assessment of the anterior fontanelle; a bulging or tense fontanelle may indicate raised intracranial pressure.,coding,"Domed
Tense
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE155,Problems with Bowel Movements / Urination?,"Screens for elimination problems such as failure to pass stool or urine, which may indicate obstruction or renal problems.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE156,Performing KMC at Home?,"Records whether kangaroo mother care (skin-to-skin care) is being practised at home, important for low-birth-weight newborn thermal regulation.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE157,Congenital Malformations?,Documents whether the newborn has any structural congenital abnormalities detected during examination.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE158,Congenital Malformation Description,"If malformations are present, this field captures the specific type(s) for referral and management planning.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE159,Regional Examination Findings,"Structured regional physical examination of the newborn across body systems (head, chest, abdomen, skin, musculoskeletal), following the paediatric/neonatal examination protocol.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE160,Neurological Examination Findings,"Standardised neonatal neurological assessment including tone, reflexes (Moro, grasp, rooting), and response to stimuli.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE161,Syphilis Screening Performed (Newborn)?,"Documents whether STI syphilis screening was carried out for the newborn, triggered by maternal syphilis diagnosis or positive admission status.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE162,Newborn with Congenital Syphilis?,"Records whether the newborn has been diagnosed or is suspected of having congenital syphilis, requiring immediate treatment.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE163,Syphilis Rapid Test Requested (Newborn),Documents whether a syphilis rapid test was ordered for the newborn during this consultation.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE164,"Syphilis Diagnosis (Newborn, ICD-10)","ICD-10 coded syphilis diagnosis for the newborn, auto-populated if screening result is positive.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE165,Newborn Exposed to TB?,"Records whether the newborn has been in contact with a person with confirmed or suspected tuberculosis, triggering TB screening and prophylaxis consideration.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE166,TB Screening Performed (Newborn)?,Documents whether the standardised TB screening protocol was applied to this newborn during the consultation.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE167,Newborn Receiving Antiretroviral Therapy (ART)?,Records whether the newborn is currently receiving antiretroviral drugs (AZT and/or NVP) for PMTCT — prevention of mother-to-child transmission of HIV.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE168,Newborn on Isoniazid Prophylaxis (IPT)?,"Documents whether the newborn is receiving isoniazid preventive therapy due to TB exposure, following national TB/HIV guidelines.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE169,BCG Vaccine Given?,"Records whether the Bacille Calmette-Guérin (BCG) vaccine was administered at this visit, protecting against severe TB in newborns.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE170,BCG Vaccination Date,The date on which the BCG vaccine was administered to the newborn.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE171,Polio (OPV) Vaccine Given?,"Records whether the oral polio vaccine was administered at this visit, part of the standard neonatal immunisation schedule.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE172,Polio Vaccination Date,The date on which the oral polio vaccine was administered to the newborn.,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE173,Other Vaccines Given,"Any additional vaccines administered outside the pre-selected BCG and Polio options, captured via the standard vaccination registration form.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE174,Laboratory Test Requested (Newborn),"Any laboratory investigation ordered for the newborn during this consultation — e.g., bilirubin, blood culture, FBC.",coding,List of laboratory test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE175,Observations / Conduct Plan,"Free text field for the clinician to document clinical observations, management decisions, referrals, and follow-up instructions for the newborn.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE176,"Benzathine Penicillin (Newborn, Prescribed)",Long-acting penicillin prescribed for newborns with congenital syphilis or those born to mothers with syphilis.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE177,"Crystalline Penicillin (Newborn, Prescribed)",Short-acting penicillin used for newborns with confirmed congenital syphilis requiring intensive treatment.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE178,"Zidovudine / AZT (Newborn, Prescribed)",Antiretroviral drug given to newborns of HIV-positive mothers as part of PMTCT prophylaxis.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE179,"Nevirapine / NVP (Newborn, Prescribed)",Antiretroviral drug given to newborns of HIV-positive mothers in combination with AZT for PMTCT.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE180,"Isoniazid / INH (Newborn, Prescribed)","Antibiotic used as preventive therapy for newborns exposed to tuberculosis, following TB contact investigation.",codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE181,Weight (Banner),"Newborn's most recent weight, displayed persistently in the consultation banner and updated whenever new anthropometric data is recorded.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDIATRICS CONSULTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE182,Patient Name,"Full name (first name + surname) of the child, automatically populated from the patient demographic record. Displayed at the top of the history form for identification context.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE183,Age,"Age of the child at the time of consultation, automatically calculated from the date of birth in the patient record.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE184,Sex,"Biological sex of the child, automatically populated from the patient demographic record.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE185,Male,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE186,Female,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE187,Race / Ethnicity,Ethnicity or race of the child as recorded in the demographic record. Displayed for clinical context.,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE188,Marital Status,"Marital / legal status of the child or their guardian, as registered in the demographic record. Relevant for older adolescent patients.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
