Activity ID and name*,Data element ID*,Data element label*,FHIR Mapping,Description and definition*,Data Type,Input Options,Quantity subtype,Calculation,Validation condition,Optionality*,Explain conditionality,Functional grouping of data elements,Linkages to decision-support tables,Linkages to scheduling logic tables,Annotations,CIEL,"International Classification of Diseases 10th Revision (ICD-10)
code*",Logical Observation Identifiers Names and Codes (LOINC) version 2.73 code*
MISAU.TB,MISAU.TB.DE.161,Cultural or traditional factors,,Indicates cultural or traditional beliefs influencing treatment adherence.,codes,,,,,,,,,,,,,LA18905-2
MISAU.TB,MISAU.TB.DE.162,Stigma / discrimination,,Indicates experiences of stigma or discrimination related to illness or treatment.,codes,,,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.163,Feels very sick / tired,,Indicates that the patient feels too ill or fatigued to continue treatment consistently.,codes,,,,,,,,,,,,,LA29183-3
MISAU.TB,MISAU.TB.DE.164,Does not believe diagnosis,,Indicates that the patient doubts or does not accept the tuberculosis diagnosis.,codes,,,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.165,Believes cured,,Indicates that the patient believes they are already cured and no longer need treatment.,codes,,,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.166,Too many pills,,Indicates that the patient feels overwhelmed by the number of prescribed medications.,codes,,,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.167,Fear of adverse drug reactions,,Indicates fear of adverse drug reactions affecting treatment adherence.,codes,,,,,,,,,,,,,LA32558-1
MISAU.TB,MISAU.TB.DE.168,Mental Health Screening,,Screening assessment of the patient’s mental health status.,coding,"No Mental Illness
Common Mental Disorder
Severe Mental Disorder
Suicide Risk",,,,,,,,,,,,LP56813-6
MISAU.TB,MISAU.TB.DE.169,No Mental Illness,,Indicates no identified mental illness during assessment.,codes,,,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.170,Common Mental Disorder,,Indicates presence of a common mental health disorder.,codes,,,,,,,,,,,134337,,
MISAU.TB,MISAU.TB.DE.171,Severe Mental Disorder,,Indicates presence of a severe mental health disorder.,codes,,,,,,,,,,,134337,,
MISAU.TB,MISAU.TB.DE.172,Suicide Risk,,Indicates risk of self-harm or suicide identified during assessment.,codes,,,,,,,,,,,112411,,LP36302-5
MISAU.TB,MISAU.TB.DE.173,Adherence counseling,,Indicates whether adherence counseling was provided to the patient.,coding,"Yes
No",,,,,,,,,,5488,,
MISAU.TB,MISAU.TB.DE.174,Yes,,Confirms that adherence counseling was provided.,codes,,,,,,,,,,,1065,,LA33-6
MISAU.TB,MISAU.TB.DE.175,No,,Indicates that adherence counseling was not provided.,codes,,,,,,,,,,,1065,,LA32-8
MISAU.TB,MISAU.TB.DE.176,Mental Health Intervention,,Indicates whether a mental health intervention was provided to the patient.,coding,"Yes
No",,,,,,,,,,163311,,
MISAU.TB,MISAU.TB.DE.177,Yes,,Confirms that a mental health intervention was provided.,codes,,,,,,,,,,,1065,,LA33-6
MISAU.TB,MISAU.TB.DE.178,No,,Indicates that a mental health intervention was not provided.,codes,,,,,,,,,,,1065,,LA32-8
MISAU.TB,MISAU.TB.DE.179,Social Support,,Type of social support provided to support treatment adherence.,coding,"Food Basket
Social Incentive",,,,,,,,,,5486,,
MISAU.TB,MISAU.TB.DE.180,Food Basket,,Indicates provision of food assistance or food basket support.,codes,,,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.181,Social Incentive,,Indicates provision of social or material incentives to support adherence.,codes,,,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.182,Treatment Interruption,,Indicates whether the patient experienced interruption of tuberculosis treatment.,coding,"Yes
No",,,,,,,,,,160016,,
MISAU.TB,MISAU.TB.DE.183,Patient Found,,Indicates whether the patient who interrupted treatment was traced or located.,coding,"Yes
No",,,,,,,,,,,,
MISAU.TB,MISAU.TB.DE.184,Patient Returned,,Indicates whether the patient returned to care after treatment interruption.,coding,"Yes
No",,,,,,,,,,164097,,
Schedule Next Appointment,,,,,,,,,,,,,,,,,,
,,Check general module Tab for these data elements,,"Regarding this screen, the system should display the existing appointment booking form described in the document.Schedule a Requirements Specification Consultation",,,,,,,,,,,,,,
TB Follow-up Consultation,,,,,,,,,,,,,,,,,,
TB Adherence Assessment,,,,,,,,,,,,,,,,,,
MOZ.TB,MISAU.TB.DE.185,TB Adherence Assessment,,Evaluation of the patient’s adherence to the tuberculosis treatment regimen.,coding,"Good (≥80% of monthly doses taken)
Poor (<80% of monthly doses taken)",,,,,,,,,,164075,,LP421058-1
MOZ.TB,MISAU.TB.DE.186,Good (≥80% of monthly doses taken),,"Indicates good adherence, with at least 80% of prescribed monthly doses taken.",codes,,,,,,,,,,,159405,,
MOZ.TB,MISAU.TB.DE.187,Poor (<80% of monthly doses taken),,"Indicates poor adherence, with less than 80% of prescribed monthly doses taken.",codes,,,,,,,,,,,159407,,
Side Effects,,,,,,,,,,,,,,,,,,
MOZ.TB,,Check general module Tab for these data elements,,,,,,,,,,,,,,,,
Treatment outcome,,,,,,,,,,,,,,,,,,
MOZ.TB,MISAU.TB.DE.188,Treatment Outcome Date,,Date when the tuberculosis treatment outcome was recorded.,date,,,,,C,"Yes, if “Treatment Outcome” field is filled",,,,,159787,,
MOZ.TB,MISAU.TB.DE.189,Treatment Outcome,,Final outcome status of the patient’s tuberculosis treatment.,coding,"Cured
Treatment Completed
Death
Treatment Failure
Loss to Follow-up
Not Evaluated",,,,,,,,,,159786,,
MOZ.TB,MISAU.TB.DE.190,Cured,,Indicates that the patient completed treatment and met the criteria for cure.,codes,,,,,,,,,,,159791,,
MOZ.TB,MISAU.TB.DE.191,Treatment Completed,,Indicates that the patient completed the prescribed tuberculosis treatment regimen.,codes,,,,,,,,,,,1663,,
MOZ.TB,MISAU.TB.DE.192,Death,,Indicates that the patient died during the course of tuberculosis treatment.,codes,,,,,,,,,,,160034,,
MOZ.TB,MISAU.TB.DE.193,Treatment Failure,,Indicates that the tuberculosis treatment did not achieve the expected clinical outcome.,codes,,,,,,,,,,,159874,,
MOZ.TB,MISAU.TB.DE.194,Loss to Follow-up,,Indicates that the patient discontinued treatment or could not be traced for follow-up.,codes,,,,,,,,,,,5240,,
MOZ.TB,MISAU.TB.DE.195,Not Evaluated,,Indicates that the treatment outcome was not assessed or documented.,codes,,,,,,,,,,,160737,,
